Small Unit Installation Postcode,Jan 2014 - Installations Quantity,Jan 2014 - SGU Rated Output In kW,Feb 2014 - Installations Quantity,Feb 2014 - SGU Rated Output In kW,Mar 2014 - Installations Quantity,Mar 2014 - SGU Rated Output In kW,Apr 2014 - Installations Quantity,Apr 2014 - SGU Rated Output In kW,May 2014 - Installations Quantity,May 2014 - SGU Rated Output In kW
6606,0,0,0,0,0,0,0,0,0,0
6608,0,0,0,0,0,0,0,0,0,0
6609,0,0,0,0,0,0,0,0,0,0
6612,0,0,0,0,1,20,0,0,0,0
6613,0,0,0,0,0,0,0,0,0,0
6616,0,0,0,0,0,0,0,0,0,0
6620,0,0,0,0,0,0,0,0,0,0
6623,0,0,1,5,0,0,0,0,0,0
6625,0,0,0,0,0,0,0,0,0,0
6627,0,0,0,0,0,0,0,0,0,0
6628,0,0,0,0,0,0,0,0,0,0
6630,0,0,0,0,2,21.5,0,0,0,0
6631,0,0,0,0,0,0,0,0,0,0
6632,0,0,0,0,0,0,0,0,0,0
6635,0,0,0,0,0,0,0,0,0,0
6638,0,0,0,0,0,0,0,0,0,0
6639,0,0,0,0,0,0,0,0,0,0
6640,0,0,0,0,0,0,0,0,0,0
6642,0,0,0,0,0,0,0,0,0,0
6643,0,0,0,0,0,0,0,0,0,0
6646,0,0,0,0,0,0,0,0,0,0
6701,0,0,0,0,0,0,0,0,0,0
6705,0,0,0,0,0,0,0,0,0,0
6707,0,0,0,0,0,0,0,0,0,0
6710,0,0,1,49.92,0,0,0,0,0,0
6713,0,0,0,0,0,0,0,0,0,0
6714,0,0,0,0,1,5,0,0,0,0
6716,0,0,0,0,0,0,0,0,0,0
6718,0,0,0,0,0,0,0,0,0,0
6720,0,0,0,0,0,0,0,0,0,0
6721,0,0,0,0,0,0,0,0,0,0
6722,0,0,10,15,0,0,0,0,0,0
6725,0,0,0,0,0,0,0,0,0,0
6726,0,0,0,0,0,0,0,0,0,0
6728,0,0,0,0,0,0,0,0,0,0
6740,0,0,0,0,0,0,0,0,0,0
6743,0,0,0,0,0,0,0,0,0,0
6751,0,0,0,0,0,0,0,0,0,0
6753,0,0,0,0,0,0,0,0,0,0
6754,0,0,0,0,0,0,0,0,0,0
6758,0,0,0,0,0,0,0,0,0,0
6760,0,0,0,0,0,0,0,0,0,0
6765,0,0,0,0,0,0,0,0,0,0
6770,0,0,0,0,0,0,0,0,0,0
6798,0,0,0,0,0,0,0,0,0,0
6799,0,0,0,0,0,0,0,0,0,0
6872,0,0,0,0,0,0,0,0,0,0
6901,0,0,0,0,0,0,0,0,0,0
6902,0,0,0,0,0,0,0,0,0,0
6904,0,0,0,0,0,0,0,0,0,0
6906,0,0,0,0,1,5,0,0,0,0
6907,0,0,0,0,0,0,0,0,0,0
6909,0,0,0,0,0,0,0,0,0,0
6910,0,0,0,0,0,0,0,0,0,0
6911,0,0,0,0,0,0,0,0,0,0
6912,0,0,0,0,0,0,0,0,0,0
6913,0,0,0,0,0,0,0,0,0,0
6914,0,0,0,0,0,0,0,0,0,0
6915,0,0,0,0,0,0,0,0,0,0
6916,0,0,0,0,0,0,0,0,0,0
6918,0,0,0,0,0,0,0,0,0,0
6920,0,0,0,0,0,0,0,0,0,0
6921,0,0,0,0,0,0,0,0,0,0
6922,0,0,0,0,0,0,0,0,0,0
6923,0,0,0,0,0,0,0,0,0,0
6924,0,0,0,0,0,0,1,2,0,0
6926,0,0,0,0,0,0,0,0,0,0
6929,0,0,0,0,0,0,0,0,0,0
6931,0,0,0,0,0,0,0,0,0,0
6933,0,0,0,0,0,0,0,0,0,0
6934,0,0,0,0,0,0,0,0,0,0
6935,0,0,0,0,0,0,0,0,0,0
6943,0,0,0,0,0,0,0,0,0,0
6944,0,0,0,0,0,0,0,0,0,0
6946,0,0,0,0,0,0,0,0,0,0
6951,0,0,0,0,0,0,0,0,0,0
6952,0,0,0,0,0,0,0,0,0,0
6953,0,0,0,0,0,0,0,0,0,0
6954,0,0,0,0,0,0,0,0,0,0
6955,0,0,0,0,0,0,0,0,0,0
6956,0,0,0,0,0,0,0,0,0,0
6957,0,0,0,0,0,0,0,0,0,0
6959,0,0,0,0,0,0,0,0,0,0
6963,0,0,0,0,0,0,0,0,0,0
6964,0,0,1,5,0,0,0,0,0,0
6966,0,0,0,0,0,0,0,0,0,0
6968,0,0,0,0,0,0,0,0,0,0
6979,0,0,0,0,0,0,0,0,0,0
6981,0,0,0,0,0,0,0,0,1,4.85
6982,0,0,0,0,0,0,0,0,0,0
6984,0,0,0,0,0,0,0,0,0,0
6985,0,0,0,0,0,0,0,0,0,0
6988,0,0,0,0,0,0,0,0,0,0
6989,0,0,0,0,0,0,0,0,0,0
6990,0,0,0,0,0,0,0,0,0,0
6991,0,0,0,0,0,0,0,0,0,0
6992,0,0,1,3,0,0,0,0,0,0
7000,13,68.97,15,80.23,7,37.38,8,31.455,0,0
7001,0,0,0,0,1,5,0,0,0,0
7002,1,9.5,0,0,0,0,0,0,0,0
7004,7,28.05,9,30.65,3,10,5,17.25,0,0
7005,10,42.71,11,70.54,6,26.58,6,32.4,0,0
7006,0,0,1,2,0,0,0,0,0,0
7007,5,24.175,3,11.14,3,9.76,0,0,0,0
7008,15,69.205,15,70.07,6,23.35,3,11.5,1,5
7009,10,33.29,6,18.82,3,15.3,1,5,0,0
7010,6,25.46,9,35.11,6,23.07,2,16,1,4
7011,6,35.22,9,27.71,6,27.3,6,24.03,2,4.5
7012,0,0,1,5,0,0,1,5,0,0
7015,7,23.27,13,47.94,5,21.36,6,24.755,0,0
7016,0,0,2,5.424,1,3.25,1,1.75,0,0
7017,7,40.97,6,27.4,4,21.62,2,10,0,0
7018,21,89.99,19,91.24,6,28.76,4,15.4,1,4.905
7019,4,13.9,2,6.88,3,13,2,9,0,0
7020,6,26.345,3,12,2,12.75,1,7.5,0,0
7021,3,19,4,18.56,3,13,1,2,0,0
7022,1,5,0,0,0,0,0,0,0,0
7023,0,0,0,0,0,0,0,0,0,0
7024,2,4.555,0,0,3,13.84,1,5,0,0
7025,0,0,3,14.66,2,8.5,5,29.9,0,0
7026,1,2,3,9.9,1,3,2,7,0,0
7027,1,5,0,0,0,0,0,0,0,0
7030,10,48.25,12,60.1,12,68.92,2,8,2,8
7050,8,27.275,16,69,6,29.3,5,13.75,0,0
7051,0,0,0,0,0,0,1,4.25,0,0
7052,12,52.99,7,33.17,3,19.24,1,3,1,3
7053,4,17.535,2,9,3,9.62,1,5,0,0
7054,7,31.98,9,48.894,17,81.93,4,17.294,0,0
7055,1,3.04,0,0,1,6.5,0,0,0,0
7109,9,46.09,9,42,7,28,4,13.52,0,0
7112,2,6.805,5,17.19,5,18.35,1,1.53,1,3.5
7113,0,0,3,10.9,1,5,2,7.8,0,0
7116,4,16.65,1,5,2,11.95,1,5,0,0
7117,4,8.48,0,0,1,10,0,0,0,0
7119,0,0,0,0,0,0,0,0,0,0
7120,0,0,3,9,6,25.25,0,0,0,0
7140,13,62.89,10,51.535,10,38.69,2,6.14,1,5
7150,3,16.2,3,13.26,3,14,2,5.4,0,0
7155,2,10.5,1,2.4,3,14,1,5,0,0
7162,1,3,2,7.44,1,2.5,2,14.5,0,0
7163,1,1.962,1,5,1,8,0,0,0,0
7170,8,44.14,12,67.06,2,7.7,3,15,0,0
7171,2,6,2,10.78,0,0,1,3,1,5
7172,1,7,3,8.25,5,17.315,3,17,0,0
7173,6,25.935,13,48.13,3,19.25,1,5,1,3
7174,1,5,0,0,0,0,0,0,0,0
7175,0,0,1,3.25,0,0,0,0,0,0
7176,0,0,0,0,0,0,0,0,0,0
7177,1,3,1,2,1,3,0,0,0,0
7178,0,0,1,1.75,0,0,0,0,0,0
7179,1,5,1,5.76,1,3,0,0,0,0
7180,0,0,0,0,0,0,0,0,0,0
7182,2,8.75,0,0,0,0,2,8,0,0
7184,0,0,2,4.755,5,12,0,0,0,0
7185,0,0,0,0,0,0,0,0,0,0
7186,0,0,0,0,0,0,0,0,0,0
7187,0,0,1,6,0,0,0,0,0,0
7190,6,23.5,7,26.12,2,12.2,0,0,0,0
7209,0,0,0,0,0,0,0,0,0,0
7210,0,0,1,5,1,5,0,0,0,0
7211,0,0,0,0,0,0,0,0,0,0
7212,0,0,1,5,1,4.16,0,0,0,0
7213,1,5,1,3,0,0,0,0,0,0
7214,1,2,0,0,0,0,0,0,0,0
7215,4,17,9,33.44,2,3.95,5,21.98,1,4
7216,9,39.295,8,22.81,3,12.7,3,20.98,0,0
7248,7,40.55,3,4.76,4,16.1,3,9,2,6
7249,6,21,6,35,6,19.63,4,11.26,0,0
7250,36,199.66,28,114.175,29,139.519,11,40.92,2,5.25
7252,5,22.425,3,17,3,19,1,3,0,0
7253,8,44,9,38.37,2,15,4,11,0,0
7254,1,1.5,1,2.28,0,0,0,0,1,3
7255,0,0,0,0,0,0,0,0,0,0
7256,0,0,0,0,6,34,2,11,0,0
7258,2,15,0,0,0,0,0,0,0,0
7259,0,0,3,18.7,0,0,0,0,0,0
7260,3,7.75,5,20.709,0,0,2,14,0,0
7261,0,0,0,0,1,2,1,5,0,0
7262,3,9,1,5,1,10,1,3,0,0
7263,1,3,0,0,0,0,0,0,0,0
7264,1,4.905,4,15.5,1,3,0,0,0,0
7265,0,0,1,8,0,0,0,0,0,0
7267,0,0,0,0,1,10,0,0,0,0
7268,0,0,0,0,2,13,0,0,1,2.5
7270,8,23.545,9,28.52,8,25,6,20.66,1,5
7275,3,11.95,4,21,3,10.5,2,6.27,0,0
7276,1,5,1,2.73,2,10.886,0,0,0,0
7277,4,18.2,15,64.76,3,13,0,0,0,0
7290,1,6.5,0,0,0,0,0,0,0,0
7291,1,5.5,0,0,0,0,0,0,0,0
7292,0,0,0,0,0,0,0,0,0,0
7300,0,0,5,22.08,2,6.5,2,10,0,0
7301,3,16.5,3,13.22,0,0,3,9,0,0
7302,2,7.82,0,0,1,3,0,0,0,0
7303,5,22.305,7,29.5,1,4.5,3,13.2,0,0
7304,9,44.805,14,70.02,4,20.105,2,10.62,0,0
7305,1,1.6,0,0,1,3,3,14.75,0,0
7306,6,26.46,2,12.75,4,20.2,3,10,0,0
7307,15,81.55,15,64.45,6,15,4,10,0,0
7310,23,115.03,29,119.5,25,132.74,5,22.86,3,16
7315,23,105.035,15,74,11,60.88,5,20.3,1,3
7316,11,71.95,4,12.5,3,25.15,3,8.5,0,0
7320,14,63.045,7,29.15,9,43,7,23,0,0
7321,11,51.334,3,17.95,3,11.7,1,3,0,0
7322,3,14.94,6,22.5,1,5,5,20.24,0,0
7325,10,38.96,13,79.19,5,22,2,6.08,0,0
7330,7,64.75,7,51.14,5,29.62,1,5,0,0
7331,1,4.935,1,7,0,0,0,0,0,0
7466,0,0,0,0,0,0,0,0,0,0
7467,1,5,0,0,1,42,1,1.5,0,0
7468,0,0,1,5,0,0,2,5.85,0,0
7469,0,0,1,5,0,0,0,0,0,0
7470,2,9,0,0,0,0,1,3,0,0
7802,0,0,0,0,0,0,0,0,0,0
8576,0,0,0,0,0,0,0,0,0,0
9729,0,0,0,0,0,0,0,0,0,0
