"Small.Unit.Installation.Postcode","Jan.2013...Installations.Quantity","Jan.2013...SGU.Rated.Output.In.kW","Feb.2013...Installations.Quantity","Feb.2013...SGU.Rated.Output.In.kW","Mar.2013...Installations.Quantity","Mar.2013...SGU.Rated.Output.In.kW","Apr.2013...Installations.Quantity","Apr.2013...SGU.Rated.Output.In.kW","May.2013...Installations.Quantity","May.2013...SGU.Rated.Output.In.kW","Jun.2013...Installations.Quantity","Jun.2013...SGU.Rated.Output.In.kW","Jul.2013...Installations.Quantity","Jul.2013...SGU.Rated.Output.In.kW","Aug.2013...Installations.Quantity","Aug.2013...SGU.Rated.Output.In.kW","Sep.2013...Installations.Quantity","Sep.2013...SGU.Rated.Output.In.kW","Oct.2013...Installations.Quantity","Oct.2013...SGU.Rated.Output.In.kW","Nov.2013...Installations.Quantity","Nov.2013...SGU.Rated.Output.In.kW","Dec.2013...Installations.Quantity","Dec.2013...SGU.Rated.Output.In.kW","Jan.2014...Installations.Quantity","Jan.2014...SGU.Rated.Output.In.kW","Feb.2014...Installations.Quantity","Feb.2014...SGU.Rated.Output.In.kW","Mar.2014...Installations.Quantity","Mar.2014...SGU.Rated.Output.In.kW","Apr.2014...Installations.Quantity","Apr.2014...SGU.Rated.Output.In.kW","May.2014...Installations.Quantity","May.2014...SGU.Rated.Output.In.kW","Jun.2014...Installations.Quantity","Jun.2014...SGU.Rated.Output.In.kW","Jul.2014...Installations.Quantity","Jul.2014...SGU.Rated.Output.In.kW","Aug.2014...Installations.Quantity","Aug.2014...SGU.Rated.Output.In.kW"
"3218",5,12.2,3,11.24,6,18.44,5,16.93,9,29.07,5,14.5,3,7.28,3,13,2,7,4,12.685,4,18.2,6,33.15,6,22,5,16.91,5,22.77,2,5.75,7,16.44,4,26.215,5,17.5,0,0
"3219",5,12.6,7,23.02,7,31.33,13,38.11,10,30.95,7,19.94,9,34.11,15,52.42,9,28.7,6,24.04,14,50.465,8,29.75,5,14.5,11,24.81,13,35.95,7,44.5,12,40.365,13,41.61,7,25.16,0,0
"3220",5,16.92,8,23.74,9,29.238,5,21.38,5,76.83,6,54.01,5,17.95,0,0,5,19.79,6,24.11,2,5.71,6,27.82,5,24.285,7,45.5,4,13.98,7,27.25,10,32.45,4,13.36,6,28.5,0,0
"3221",1,4.935,0,0,0,0,0,0,1,3.75,1,10,0,0,0,0,0,0,1,5,0,0,1,5,1,3,1,3,1,3,0,0,0,0,1,3,0,0,0,0
"3222",7,20.33,7,23.36,10,34.52,14,44.93,16,61.44,7,25.22,14,44.74,5,12.04,16,68.865,6,22.7,11,35.46,12,51.33,4,19.62,26,99.38,20,69.405,9,38.08,13,50.25,17,58.54,12,43.605,0,0
"3223",9,22.72,7,21.78,7,19.79,7,16.64,9,25.69,11,41.7,10,45.45,6,18.45,6,27.89,5,20.5,6,25.25,9,25.14,4,9.25,9,21.275,9,35,4,17,10,34.555,13,50.18,3,12.73,0,0
"3224",12,46.74,12,43.09,6,29,10,80.61,12,39.39,11,38.8,16,51.324,10,48.33,7,25.87,9,37,11,40.725,13,47.125,16,56.1,16,55.07,15,50.875,10,37,24,90.7,14,41,7,41.25,0,0
"3225",3,7.56,2,8.04,4,12.75,7,22.417,4,13.2,5,17.7,3,9.88,2,3.92,1,2.88,6,21.7,4,17.115,9,40.81,3,10.74,3,8.705,4,12,4,15.03,4,12,6,21.9,2,4.2,0,0
"3226",6,16.84,6,103.1,17,50.1,19,45.65,13,38.93,9,49.4,15,50.14,9,26.049,12,47.22,8,28.5,12,41.105,13,60.215,12,45.615,23,66.495,19,70.125,11,61.78,13,51.375,12,46.185,8,28.5,0,0
"3227",3,5.6,4,13.28,5,18.88,2,2.88,3,12.44,1,2.45,8,20.684,2,8.84,5,19.775,6,23.076,9,29.64,4,11.055,2,9.4,3,14,7,21.53,4,14.105,4,19.25,6,26,3,14.84,1,2.5
"3228",11,34.8,11,36.78,9,36.73,9,26.16,7,30.212,6,24.454,7,23.33,6,20.5,12,46.3,16,61.585,9,34.6,10,38,8,31.75,14,55.755,16,67.7,8,35.164,10,37.65,9,33.78,8,25.75,2,4.5
"3230",4,12.58,7,34.85,2,5.38,2,4.3,1,21.25,5,11.35,3,14.5,2,6.52,4,14.84,3,13.95,2,18.64,3,8.77,5,70,3,7.115,7,27.67,4,11.5,5,14.76,1,3,4,16.36,1,3
"3231",0,0,1,2.4,1,4,1,2.5,0,0,2,5.1,1,1.6,0,0,2,6.84,1,2.5,2,8,0,0,0,0,2,7.82,2,7.5,2,5.12,0,0,0,0,2,10,0,0
"3232",1,5,1,2,0,0,2,4.6,0,0,1,3.06,1,6,1,5,1,2.5,0,0,1,2.9,2,8.5,1,3,0,0,1,3.66,0,0,0,0,0,0,1,3,0,0
"3233",3,9.95,1,5,1,4.16,0,0,3,14.67,4,26.5,1,3,3,10.75,0,0,3,10.86,1,4,2,9.27,1,4,2,6.6,0,0,1,5,2,5.5,0,0,3,11.1,0,0
"3234",1,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3235",0,0,0,0,0,0,0,0,1,2.2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3.12,1,2,1,3.995,0,0,1,5.2,0,0,1,4.935,0,0
"3236",0,0,1,5,1,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0
"3238",1,3.99,0,0,0,0,0,0,1,3,2,3.21,1,1.2,0,0,0,0,0,0,1,5,0,0,0,0,1,3,0,0,1,4,0,0,0,0,0,0,0,0
"3239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3240",0,0,1,7.5,0,0,0,0,3,13.56,1,5,1,3.5,1,3.12,1,3,0,0,1,3.5,0,0,1,12,1,5.25,6,23.505,1,3,2,6.495,1,2.5,0,0,0,0
"3241",0,0,3,8.675,6,20.67,4,14.4,1,1.61,5,19.25,2,9.38,2,8,3,10.66,5,18.6,7,25.05,1,1.5,1,3.12,1,5,2,8,2,24.935,0,0,4,14.03,0,0,0,0
"3242",1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,9.6,2,2.58,0,0,1,3.24,1,1.75,0,0,0,0,0,0,0,0,2,5,1,5,0,0,0,0
"3243",0,0,0,0,1,3.22,0,0,3,15.25,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3249",0,0,1,5,3,16,2,28.93,1,4.165,2,8,3,8.75,2,6.5,1,2,2,7,1,3,3,37.835,0,0,1,4,1,5,5,17.555,2,10,2,6,2,7.48,1,5
"3250",5,18.31,4,11,4,32.96,5,34.66,15,43.305,10,33.34,1,2,4,15,8,28.52,5,25,6,26,4,16.05,6,40,8,27.05,9,30.55,11,44.73,6,21.6,7,28.5,9,31.48,1,5
"3251",1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"3254",0,0,2,5.5,0,0,0,0,0,0,0,0,1,3.5,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1.5,1,5,1,2,0,0
"3260",4,8,5,15.6,3,6.02,4,15.8,1,4,2,7.5,11,26.56,3,9.12,4,19.41,3,10.6,5,21,0,0,1,5,2,7,1,2.5,2,7.5,1,4,0,0,0,0,0,0
"3264",2,7.34,0,0,0,0,0,0,2,9.5,4,15.82,2,6,0,0,4,25.5,1,5,0,0,1,7.65,3,8.5,1,5,1,5,0,0,1,5,0,0,2,6,0,0
"3265",3,9.4,0,0,0,0,2,7.28,1,4.95,0,0,2,6,3,8.64,3,10,0,0,1,4,1,5,0,0,0,0,1,4,2,6.94,2,6,2,9.5,0,0,0,0
"3266",6,19.04,0,0,1,3,1,6,2,9.28,2,7,5,19.25,3,8,4,24.4,1,3,4,25.665,0,0,1,4.16,4,16.4,1,2,2,6,0,0,1,3,1,4.5,0,0
"3267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.29,0,0,0,0,0,0,0,0,0,0,0,0
"3268",1,9.5,2,8.18,1,3.04,0,0,0,0,0,0,4,11.25,2,3.69,5,24,2,15,5,21,0,0,0,0,2,7,0,0,0,0,4,23.44,1,5,1,5,0,0
"3269",0,0,1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6,2,4.5,0,0,3,18.5,0,0,0,0,1,5,0,0,1,5.2,0,0,0,0,0,0
"3270",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,9.5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
"3271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
"3272",1,5,0,0,4,11,2,7,3,14.7,0,0,2,7.5,1,5,0,0,0,0,2,28.5,0,0,1,3.5,1,3,2,5.41,3,10,1,3,1,1.75,3,9.13,0,0
"3273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3274",0,0,1,3.29,0,0,0,0,0,0,0,0,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4.94,0,0,1,5,1,2,0,0
"3275",0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.12,1,5,0,0,0,0,0,0,1,5,1,5,0,0
"3276",0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,10,0,0
"3277",0,0,1,2,1,2,3,19,4,12.71,1,5,0,0,2,6.34,1,8,1,5,3,11.5,4,45,0,0,1,4,0,0,1,4.5,0,0,0,0,1,3,0,0
"3278",0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,0,0
"3279",0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,0,0,0,0,0,0,0,0
"3280",11,34.92,18,85.25,15,87.92,9,34.81,5,29.1,10,28.2,16,60.89,10,77.212,11,37.75,11,38.52,10,39.65,12,78.17,9,48.27,10,37.18,14,47.22,14,39.76,15,47,10,44.1,17,89.328,8,33.7
"3281",0,0,2,12,4,16.2,0,0,0,0,3,14.95,0,0,1,1.56,2,7.75,4,18.4,1,5,1,4,0,0,1,5,1,2,3,10.34,0,0,0,0,0,0,0,0
"3282",1,4,4,8.91,3,14.23,1,5,2,8.5,2,10,0,0,1,2.34,2,8,1,4,4,15,1,4.27,0,0,0,0,3,11.87,3,10.06,2,7.45,3,12,3,8,0,0
"3283",1,8,0,0,1,5,1,3,2,4.7,1,4.16,2,9,1,4,0,0,0,0,1,5,2,10.5,0,0,0,0,0,0,0,0,0,0,1,9,2,12.5,0,0
"3284",1,3.12,8,44,5,21.57,2,7.06,3,13.52,2,13.4,4,14.24,3,9.35,2,7.16,0,0,1,3,1,9.36,2,12.64,2,34.16,3,38,1,2,0,0,0,0,2,6,0,0
"3285",0,0,3,12,1,8,0,0,1,2.07,0,0,2,5.75,1,3,1,3,1,3,0,0,2,5.71,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0
"3286",0,0,0,0,1,7,0,0,1,2,0,0,1,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3287",1,5.26,0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3289",3,17,0,0,0,0,0,0,0,0,0,0,1,1.5,1,3,1,3.6,0,0,0,0,1,2,0,0,0,0,0,0,3,14,0,0,1,3,1,3,0,0
"3292",1,2.94,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0
"3293",0,0,1,2.07,0,0,0,0,0,0,0,0,1,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3294",1,10,0,0,0,0,1,5,3,9.109,1,5.4,1,5,0,0,0,0,1,3,2,7,2,8,1,3,0,0,1,3,1,3,0,0,1,2.08,0,0,0,0
"3300",2,8,8,26.575,7,27,3,9.5,11,39.8,20,70.445,10,36.02,6,106.5,10,61.55,12,42.5,4,20.7,5,25.2,5,14.93,3,10,6,20.44,7,29.135,8,30.11,2,10,4,10.1,0,0
"3301",3,14.8,1,5.17,1,1.5,0,0,5,22.04,1,2.943,2,7,0,0,1,2,2,6.5,0,0,0,0,0,0,1,8.16,3,7.53,0,0,1,4.5,1,4,1,4.08,0,0
"3302",0,0,0,0,1,5.07,0,0,1,3.84,0,0,0,0,1,2,1,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2.25
"3303",1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,3,1,3.12,0,0,0,0,0,0,0,0
"3304",3,10.06,4,29.75,4,18,3,13,0,0,2,9,8,32.6,1,4,4,13,6,23,2,7,2,7.82,2,8,2,8.94,1,3,0,0,1,10.5,0,0,2,7,0,0
"3305",7,26.405,12,42.65,7,24.41,3,13.5,14,48.37,8,28.15,14,50.6,11,41.2,6,36,11,40.53,7,26.64,6,22.75,3,11.5,5,13.84,4,16.75,1,5,10,44.73,3,9.055,9,34,0,0
"3309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3
"3311",0,0,2,7.99,1,4.56,0,0,1,2,1,2,1,3,2,7,2,20,1,5,1,3,2,8,1,2.5,1,5,0,0,0,0,0,0,0,0,1,3,0,0
"3312",0,0,1,5,0,0,1,2.4,1,3,0,0,0,0,0,0,0,0,0,0,1,5,1,2.5,1,4.8,1,2,0,0,0,0,1,3.78,1,3.75,1,3,0,0
"3314",0,0,2,7.5,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,0,0,0,0,0,0,1,2.5,0,0,0,0,0,0
"3315",2,4.25,0,0,2,9.76,4,20.6,5,17.2,1,3,3,8.035,2,7.25,3,9.25,3,7.295,0,0,1,2.75,1,5,1,3,0,0,0,0,3,10,0,0,0,0,1,5
"3317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3318",1,5,0,0,2,7.8,2,15.6,3,9.5,1,2.55,0,0,0,0,2,8.2,1,3,0,0,0,0,0,0,0,0,0,0,1,5,2,6,2,7,2,9.5,0,0
"3319",0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
"3321",1,2.5,3,11.6,3,12,0,0,4,13.5,0,0,3,12.2,0,0,1,7.5,1,5,3,14,4,12.5,3,16.66,2,5,2,7,0,0,0,0,0,0,1,2,1,1.5
"3322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3323",0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3324",0,0,0,0,1,4,2,10,0,0,2,6,3,9.67,0,0,2,7.5,0,0,0,0,0,0,0,0,0,0,1,4.5,0,0,1,3,1,2.5,0,0,0,0
"3325",1,5,1,5,1,2.5,0,0,1,5,0,0,3,13,1,9.6,2,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.645,0,0,0,0
"3328",1,3.2,3,13.52,1,5,2,13.55,2,10,1,2,1,5,0,0,0,0,0,0,1,3,0,0,1,5,0,0,3,11.93,2,10,1,3,1,3,0,0,0,0
"3329",0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
"3330",1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.88,0,0,0,0,0,0,0,0,0,0
"3331",5,15.265,5,17,16,44.99,5,14.56,4,16.33,2,5.25,2,8,1,3,5,30,3,11.78,5,19.25,3,13,5,17.5,2,7.8,5,21.11,6,20.4,5,21.86,8,38.395,7,32.62,0,0
"3332",0,0,0,0,0,0,1,5.07,1,5,1,10.8,0,0,0,0,3,10,0,0,4,16.5,2,8.5,1,6.48,0,0,1,1.75,0,0,1,10,2,7,0,0,0,0
"3333",2,5.7,0,0,0,0,1,10,1,6,0,0,1,10,0,0,0,0,2,9,2,4.5,1,3.5,1,3.5,1,3,0,0,0,0,0,0,1,5,0,0,0,0
"3334",0,0,1,4.56,0,0,0,0,0,0,3,9.5,0,0,1,2.5,0,0,0,0,0,0,1,3,0,0,1,5,1,3,1,3,0,0,0,0,0,0,0,0
"3335",1,1.56,0,0,2,8,4,20.004,0,0,2,10,1,1.56,3,5.008,0,0,3,9,2,6,2,7.5,1,5.06,3,10.25,2,5,4,104.75,3,13,5,15,3,8.5,0,0
"3337",29,101.11,18,53.25,34,141.42,26,76.04,12,40.824,23,88.005,11,46.85,14,46.52,14,56.5,23,85.45,27,87.45,31,124.3,16,47.5,23,80.48,30,99.055,21,169.885,26,113.53,30,108.59,20,85.25,5,21.7
"3338",22,65.46,7,46.74,10,28.19,17,54.785,12,45.21,9,32.71,9,32.85,10,59.77,11,33.67,18,59.04,8,31,19,66.38,19,68.33,10,37,16,50.345,10,29,11,43.5,19,65.91,14,49.66,1,4
"3340",6,17.78,9,27.4,12,49.472,14,57.01,7,27.48,13,58.9,13,51.975,9,54.78,12,46.505,20,115.6,18,78.525,19,66.73,13,51,21,78.322,13,59.4,7,22.115,13,50.12,12,48,13,62.7,0,0
"3341",2,5.6,1,5,1,3.04,3,13.2,1,2,0,0,0,0,0,0,0,0,1,5,2,6.5,4,16,2,7.5,2,8.34,0,0,0,0,1,5,1,3,2,10,0,0
"3342",2,5.4,2,14,5,19.63,3,11.9,4,15.13,4,12,3,10,4,10.5,2,8.4,1,9.6,4,19.1,2,7.5,0,0,2,7,3,6.1,1,2,2,7,0,0,4,15.86,0,0
"3345",0,0,0,0,2,8,1,3,0,0,2,8.1,2,8.6,0,0,1,3,1,3,3,11.6,1,3,1,3,2,10,2,9.5,0,0,1,3,0,0,1,5,0,0
"3350",18,98.79,28,98.24,22,82.77,25,93.505,21,93.39,16,103.75,34,103.65,25,82.82,10,39.69,8,31.55,22,93.18,43,149.575,13,69.54,19,72.14,23,130.1,23,152.58,22,88.485,20,91.35,14,53.07,3,10
"3351",4,17.21,16,74.58,17,57.5,10,30.145,11,52.99,8,40.76,9,37.5,3,7.1,1,5,3,15,5,23,9,37.25,1,4,7,27.5,10,37.255,6,22.5,6,23.61,8,29,6,28.12,1,5
"3352",6,38.8,8,38.4,12,99.75,13,55.125,10,40.97,8,35.48,13,51.41,12,82,13,67.25,5,19.04,11,34.26,17,61.63,10,39.75,11,67.63,11,39.735,13,46.57,10,35.73,11,43,12,45.17,2,7
"3353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3355",6,18.38,3,9.815,3,11.75,4,8.74,7,27.73,2,6,5,13.5,3,8.93,3,9.92,8,35.25,10,30.96,6,27,3,12.5,6,20.165,7,83.75,5,26.25,7,85,8,24,3,9,1,1.86
"3356",11,36.67,8,23.24,9,20.31,13,39.04,8,29.5,10,26.33,6,19.095,5,18.7,7,27.45,10,40,11,38.5,14,43.63,5,14.33,6,25.25,9,30.04,7,24.15,13,43.491,20,66,11,36.25,0,0
"3357",3,12.6,1,2,1,4.8,1,4.5,1,5,0,0,5,19,6,22,2,4.25,3,11.25,7,25.75,5,17.68,3,10.26,4,11.5,4,14,3,13,1,5,0,0,1,5,1,4
"3360",1,4,2,15,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,3.5,1,3,1,2,2,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"3361",0,0,1,4,2,6.6,4,17,2,9,3,15.515,2,6.76,0,0,1,5,0,0,2,8.2,1,2.5,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0
"3363",3,13.4,3,11.6,0,0,4,13.5,3,13.97,2,28.04,2,7,2,9.5,2,8,1,5.4,6,21,3,9.5,1,5,0,0,3,8.47,3,8,0,0,0,0,1,5,1,1.75
"3364",5,31.63,1,1.61,1,4.77,2,8,0,0,7,18.885,0,0,2,7,4,14.29,2,7.9,1,5,0,0,3,12,2,8,3,13.58,1,3,4,14,2,3,0,0,0,0
"3370",3,12.36,2,5.56,1,2,2,4.56,2,4.56,0,0,5,19.5,2,9.5,2,7.75,4,14.46,2,5,3,9.5,1,5,0,0,1,4.5,0,0,2,6.34,2,6,1,4,0,0
"3371",1,2.76,0,0,2,3.84,2,7,3,13.5,1,1.5,0,0,2,4.25,2,4.2,1,4,2,8,3,6.75,0,0,0,0,1,2.25,0,0,3,11,1,3,2,4,0,0
"3373",1,4.8,2,11,4,12.3,8,26.79,3,15.2,4,22.25,4,14.5,3,19,6,43.6,6,21.5,2,11.8,2,4.53,2,22.5,1,2,3,13,2,8,0,0,1,3.25,1,3,1,2.48
"3374",1,4.29,0,0,0,0,0,0,3,32,1,3,0,0,1,4,1,4.875,2,7.8,0,0,1,3,2,6.37,0,0,1,3.5,1,3,0,0,2,8,0,0,0,0
"3375",0,0,0,0,2,9,1,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3377",8,29.72,8,38.08,5,15.1,6,33.75,15,54.96,11,40.2,6,21.14,8,37.32,14,38.355,3,13.29,4,13.625,3,27,1,3,3,8.28,10,37.5,5,23,7,24.12,4,14.16,1,4.5,0,0
"3378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3379",0,0,0,0,0,0,0,0,3,10.37,0,0,0,0,0,0,1,17,1,4,1,3.6,2,8,0,0,3,10.25,0,0,1,3,2,7.61,0,0,0,0,0,0
"3380",0,0,1,4.5,3,10.8,6,24.2,6,14.98,17,67.9,5,19.2,7,27.3,1,4.94,1,3.9,4,16.81,2,10.24,1,4.16,1,3,2,12.86,2,11,3,106.5,4,15,3,11,0,0
"3381",0,0,1,2,2,9.08,4,17.97,0,0,1,6,0,0,3,13.265,3,9.2,2,7.08,0,0,3,12,1,0.78,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"3384",1,5.28,1,2,0,0,0,0,0,0,2,10,2,8.22,1,5,0,0,3,15.4,1,5.5,0,0,1,7,1,3,1,5,0,0,0,0,1,3,0,0,0,0
"3385",1,5,0,0,1,1.52,0,0,2,8.48,0,0,1,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,42.84,2,6.12,0,0
"3387",1,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,3,0,0,0,0
"3388",2,9,0,0,1,4.94,0,0,1,5.17,0,0,1,2.4,2,10.2,0,0,0,0,0,0,1,1.5,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0
"3390",1,5,2,4,0,0,0,0,5,21.84,2,8.22,0,0,1,3,1,3,1,4.8,0,0,0,0,0,0,0,0,3,12.4,0,0,0,0,0,0,0,0,0,0
"3391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,1,4,0,0
"3392",0,0,1,1.92,0,0,0,0,0,0,1,3,1,3,0,0,2,8,2,6.8,1,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
"3393",2,8,3,11.6,1,8,4,13.85,4,15.67,1,0.8,0,0,2,5,5,21.26,2,6,2,9.87,1,3,1,5,3,9.6,0,0,1,5,3,10.5,3,11,2,10,0,0
"3395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"3396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,5.5,1,2.75,0,0,0,0,2,6,1,5,4,14,0,0
"3400",8,35.68,11,46.42,6,20.3,13,53.81,13,80.56,11,43.46,16,110.05,8,28.68,14,58.05,13,71.52,7,23.95,5,23.15,9,34.62,9,92.41,9,37.25,7,33.64,9,51.5,18,95.435,7,30.125,2,9
"3401",5,20.625,6,20.67,9,39.16,3,15,4,16.88,7,30.02,6,25.54,6,26,8,32.5,9,35.26,5,13.6,2,11.76,1,8,3,10.75,3,15,3,10.8,6,20.5,5,19.1,0,0,1,5
"3402",0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1,5,1,3,0,0,0,0,0,0
"3407",0,0,0,0,0,0,0,0,1,3,0,0,1,1.56,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3409",2,9.73,0,0,0,0,5,17.44,1,3,1,5.19,2,7,0,0,2,7,0,0,2,5.06,1,3.5,2,8,1,3,1,5,0,0,0,0,0,0,0,0,0,0
"3412",1,3.2,0,0,1,3,1,2.5,2,6.5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,5,0,0,0,0
"3414",4,16.54,6,33.78,1,3,1,2.4,6,23.7,0,0,2,8,1,2,4,16.58,1,3,4,12.12,0,0,0,0,2,7.5,1,4.5,3,87.56,3,13,5,18.65,0,0,0,0
"3418",7,23.6,1,17.25,3,7.18,4,19.3,3,13.1,3,12.46,4,9.73,2,5.07,3,8,10,42.9,5,32,4,16.4,0,0,1,3,3,15,1,5.4,3,12.5,1,4,0,0,1,30
"3419",2,5.2,1,3.22,0,0,2,10.08,1,4.8,0,0,1,2,0,0,0,0,3,15.2,1,5,1,3.5,0,0,2,5,0,0,0,0,3,15,0,0,0,0,0,0
"3420",0,0,0,0,0,0,0,0,1,4.8,0,0,1,3,0,0,1,5,3,9,1,4.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
